TRAIN_PAWS_QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	labels1	labels2	Ground Label
6804	444154	b'Which is better 4 years marine engineering after diploma in mechanical or 2 years pre-sea training ( DME ) ?'	b'Which is better 4 years mechanical engineering after diploma in marine or 2 years pre-sea training ( DME ) ?'	 2 years 	 years 	O O O O O O O O O O O O B E O O O O O O	O O O O S O O O O O O O O O O O O O O O	0
6828	536948	b'Why are the countries with hot or cold climate the least developed in terms of GDP ? Most African countries have climate that is not too good/optimal .'	b'Why are the countries with good/optimal climate the least developed in terms of GDP ? Most African countries have climate that is not too hot or cold .'	 least developed 	 developed 	O O O O O O O O O O B E O O O O O O O O O O O O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O O O O O	0
6847	534452	b'Which two political parties do you want to see in government and main opposition in India in 2019 ?'	b'Which two main parties do you want to see in government and political opposition in India in 2019 ?'	 want to see 	 want 	O O O O O O B I E O O O O O O O O O O	O O O O O O S O O O O O O O O O O O O	0
6874	102122	"b""The idea is quite appealing to me but in practice it 's very painful ."""	"b""The idea is very appealing to me but in practice it 's quite painful ."""	 very painful 	 painful 	O O O O O O O O O O O O B E O	O O O O O O O O O O O O O S O	0
6874	191045	"b""The idea is quite appealing to me but in practice it 's very painful ."""	"b""The idea is very appealing to me but in practice it 's quite painful ."""	 is quite 	 's quite 	O O B E O O O O O O O O O O O	O O O O O O O O O O O B E O O	0
6886	22117	"b""Why is it so difficult for a smart , witty , very comfortable , financially attractive woman in her 40 's to get a date in America ?"""	"b""Why is it so difficult for a smart , witty , very attractive , financially comfortable woman in her 40 's to get a date in America ?"""	 very comfortable 	 comfortable 	O O O O O O O O O O O B E O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O S O O O O O O O O O O O O	0
6892	170792	b'What if you had a magic capsule which allowed you to go back 10 years ( only ) and change just one thing ?'	b'What if you had a magic capsule which allowed you to go back 10 years ( just ) and change only one thing ?'	 just one thing 	 only one thing 	O O O O O O O O O O O O O O O O O O O O B I E O	O O O O O O O O O O O O O O O O O O O O B I E O	1
6892	364922	b'What if you had a magic capsule which allowed you to go back 10 years ( only ) and change just one thing ?'	b'What if you had a magic capsule which allowed you to go back 10 years ( just ) and change only one thing ?'	 10 years 	 years 	O O O O O O O O O O O O O B E O O O O O O O O O	O O O O O O O O O O O O O O S O O O O O O O O O	1
6911	181980	b'Can an entangled pair have well defined angular momentums and undefined spins ?'	b'Can an angular pair have well defined entangled momentums and undefined spins ?'	 well defined 	 defined 	O O O O O B E O O O O O O	O O O O O O S O O O O O O	0
6911	518870	b'Can an entangled pair have well defined angular momentums and undefined spins ?'	b'Can an angular pair have well defined entangled momentums and undefined spins ?'	 defined 	 well defined 	O O O O O O S O O O O O O	O O O O O B E O O O O O O	0
6933	382701	"b""The U.S did n't even get involved in WW2 because of the Holocaust right ? They did n't really care about how blacks and other races were treated at home ."""	"b""The U.S did n't really get involved in WW2 because of the Holocaust right ? They did n't even care about how blacks and other races were treated at home ."""	 get involved in 	 involved in 	O O O O O B I E O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O	1
6933	382703	"b""The U.S did n't even get involved in WW2 because of the Holocaust right ? They did n't really care about how blacks and other races were treated at home ."""	"b""The U.S did n't really get involved in WW2 because of the Holocaust right ? They did n't even care about how blacks and other races were treated at home ."""	 get involved in 	 involved in 	O O O O O B I E O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O	1
6933	382705	"b""The U.S did n't even get involved in WW2 because of the Holocaust right ? They did n't really care about how blacks and other races were treated at home ."""	"b""The U.S did n't really get involved in WW2 because of the Holocaust right ? They did n't even care about how blacks and other races were treated at home ."""	 get involved in 	 involved in 	O O O O O B I E O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O	1
6933	382707	"b""The U.S did n't even get involved in WW2 because of the Holocaust right ? They did n't really care about how blacks and other races were treated at home ."""	"b""The U.S did n't really get involved in WW2 because of the Holocaust right ? They did n't even care about how blacks and other races were treated at home ."""	 get involved in 	 involved in 	O O O O O B I E O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O	1
6947	113779	b'Do black people discriminate against other black people based on skin color ?'	b'Do black people discriminate against other black people based on skin color ?'	 discriminate against 	 discriminate 	O O O B E O O O O O O O O	O O O S O O O O O O O O O	1
6947	263593	b'Do black people discriminate against other black people based on skin color ?'	b'Do black people discriminate against other black people based on skin color ?'	 discriminate against 	 discriminate 	O O O B E O O O O O O O O	O O O S O O O O O O O O O	1
6988	415647	b'What is the best business , with the biggest potential to start right now ?'	b'What is the best business , with the biggest potential to start right now ?'	 right now 	 right 	O O O O O O O O O O O O B E O	O O O O O O O O O O O O S O O	1
6994	14588	b'Gravity affects space-time . If two people of infinitely different weights had watches very accurate , would their watches eventually not be in sync ?'	b'Gravity affects space-time . If two people of very different weights had watches infinitely accurate , would their watches eventually not be in sync ?'	 very accurate 	 accurate 	O O O O O O O O O O O O O B E O O O O O O O O O O	O O O O O O O O O O O O O O S O O O O O O O O O O	0
7010	406027	"b""What is do-follow back-link ? And what 's the use of it ?"""	"b""What 's do-follow back-link ? And what is the use of it ?"""	 what 's the 	 what is the 	O O O O O O B I E O O O O	O O O O O O B I E O O O O	1
7010	406031	"b""What is do-follow back-link ? And what 's the use of it ?"""	"b""What 's do-follow back-link ? And what is the use of it ?"""	 what 's the 	 what is the 	O O O O O O B I E O O O O	O O O O O O B I E O O O O	1
7017	461912	b'What steps can the Indian government take to promote ( or increase ) cashless transactions in rural areas ?'	b'What steps can the Indian government take to increase ( or promote ) cashless transactions in rural areas ?'	 in rural areas 	 in rural 	O O O O O O O O O O O O O O O B I E O	O O O O O O O O O O O O O O O B E O O	1
7024	111786	b'What features should be kept in mind while buying a laptop ? Is online purchasing a good option ? What are some good laptops costing between 40-50k ?'	b'What features should be kept in mind while purchasing a laptop ? Is online buying a good option ? What are some good laptops costing between 40-50k ?'	 kept in mind 	 in mind 	O O O O B I E O O O O O O O O O O O O O O O O O O O O O	O O O O O B E O O O O O O O O O O O O O O O O O O O O O	1
7035	486745	"b""Why did Voldemort want to kill Harry 's parents in the first place ? What really happened when they died ?"""	"b""Why did Harry want to kill Voldemort 's parents in the first place ? What really happened when they died ?"""	 really happened 	 happened 	O O O O O O O O O O O O O O O B E O O O O	O O O O O O O O O O O O O O O O S O O O O	0
7044	33505	b'If it suddenly became legal to delete Google Street View in all European countries and not make unblurred backups afterwards , what would happen next ?'	b'If it suddenly became legal to make Google Street View in all European countries and not delete unblurred backups afterwards , what would happen next ?'	 happen next 	 happen 	O O O O O O O O O O O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O O O O O O O O O O S O O	0
7055	48600	b'Why do people live in Sydney and not Perth ?'	b'Why do people live in Perth and not Sydney ?'	 people live 	 live 	O O B E O O O O O O	O O O S O O O O O O	0
7067	104766	b'Why is greater than 80 km and less than 240 km considered as medium length transmission line ?'	b'Why is less than 80 km and greater than 240 km considered as medium length transmission line ?'	 is greater than 	 is less than 	O B I E O O O O O O O O O O O O O O	O B I E O O O O O O O O O O O O O O	0
7086	474764	b'Why does American comedy seem so simplistic to people in other English speaking countries ? It comes across as dumb , lame and not funny . What went wrong ?'	b'Why does American comedy seem so lame to people in other English speaking countries ? It comes across as simplistic , dumb and not funny . What went wrong ?'	 went wrong 	 wrong 	O O O O O O O O O O O O O O O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O O O O O O O O O O O O O O O S O	0
7089	342184	b'Do you think that Biharis are really bad people ? If yes , then have you ever encountered any incidents , or do you just hate them ?'	b'Do you think that Biharis are just bad people ? If yes , then have you ever encountered any incidents , or do you really hate them ?'	 really bad 	 bad 	O O O O O O B E O O O O O O O O O O O O O O O O O O O O	O O O O O O O S O O O O O O O O O O O O O O O O O O O O	1
7091	259065	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 , what 's the 	 what is the 	O O O O O O O O O O O O O O O O O O O B I I E O O	O O O O O O O O O O O O O O O O O O O O O B I E O O	1
7091	320553	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 is possible 	 's possible 	O O O O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O O O O O B E O O O O O O	1
7091	350500	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 it is possible , 	 it 's possible , 	O O O O O O O O O O O O O O O O B I I E O O O O O	O O O O O O O O O O O O O O O O O B I I E O O O O O	1
7091	370909	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 it is possible 	 it 's possible 	O O O O O O O O O O O O O O O O B I E O O O O O O	O O O O O O O O O O O O O O O O O B I E O O O O O O	1
7091	386772	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 it is possible 	 it 's possible 	O O O O O O O O O O O O O O O O B I E O O O O O O	O O O O O O O O O O O O O O O O O B I E O O O O O O	1
7091	386774	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 it is possible 	 it 's possible 	O O O O O O O O O O O O O O O O B I E O O O O O O	O O O O O O O O O O O O O O O O O B I E O O O O O O	1
7091	386775	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 it is possible 	 it 's possible 	O O O O O O O O O O O O O O O O B I E O O O O O O	O O O O O O O O O O O O O O O O O B I E O O O O O O	1
7091	406027	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 what 's the 	 what is the 	O O O O O O O O O O O O O O O O O O O O B I E O O	O O O O O O O O O O O O O O O O O O O O O B I E O O	1
7091	406031	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 what 's the 	 what is the 	O O O O O O O O O O O O O O O O O O O O B I E O O	O O O O O O O O O O O O O O O O O O O O O B I E O O	1
7091	486897	"b""Can anyone who wants to start flight fare comparison service use data from ITA ? If it is possible , what 's the process ?"""	"b""Can anyone who wants to start flight fare comparison service can use data from ITA ? If it 's possible , what is the process ?"""	 is possible , 	 's possible , 	O O O O O O O O O O O O O O O O O B I E O O O O O	O O O O O O O O O O O O O O O O O O B I E O O O O O	1
7097	33960	b'Why are East Asians seen as a different race with Whites even though they have a similar skin complexion ?'	b'Why are East Asians seen as a similar race with Whites even though they have a different skin complexion ?'	 even though 	 though 	O O O O O O O O O O O B E O O O O O O O	O O O O O O O O O O O O S O O O O O O O	0
7097	223380	b'Why are East Asians seen as a different race with Whites even though they have a similar skin complexion ?'	b'Why are East Asians seen as a similar race with Whites even though they have a different skin complexion ?'	 even though 	 even 	O O O O O O O O O O O B E O O O O O O O	O O O O O O O O O O O S O O O O O O O O	0
7097	225194	b'Why are East Asians seen as a different race with Whites even though they have a similar skin complexion ?'	b'Why are East Asians seen as a similar race with Whites even though they have a different skin complexion ?'	 even though they 	 though they 	O O O O O O O O O O O B I E O O O O O O	O O O O O O O O O O O O B E O O O O O O	0
7173	345322	b'Why is UN too weak to take actions against U.S when it violates basic human rights of the captured prisoners from Afghanistan , Pakistan , Iraq , etc ?'	b'Why is UN too weak to take actions against U.S when it violates basic human rights of the captured prisoners from Iraq , Pakistan , Afghanistan , etc ?'	 basic human rights of 	 human rights of 	O O O O O O O O O O O O O B I I E O O O O O O O O O O O O	O O O O O O O O O O O O O O B I E O O O O O O O O O O O O	1
7173	353279	b'Why is UN too weak to take actions against U.S when it violates basic human rights of the captured prisoners from Afghanistan , Pakistan , Iraq , etc ?'	b'Why is UN too weak to take actions against U.S when it violates basic human rights of the captured prisoners from Iraq , Pakistan , Afghanistan , etc ?'	 basic human rights of 	 basic human 	O O O O O O O O O O O O O B I I E O O O O O O O O O O O O	O O O O O O O O O O O O O B E O O O O O O O O O O O O O O	1
7173	370995	b'Why is UN too weak to take actions against U.S when it violates basic human rights of the captured prisoners from Afghanistan , Pakistan , Iraq , etc ?'	b'Why is UN too weak to take actions against U.S when it violates basic human rights of the captured prisoners from Iraq , Pakistan , Afghanistan , etc ?'	 basic human 	 basic human rights of 	O O O O O O O O O O O O O B E O O O O O O O O O O O O O O	O O O O O O O O O O O O O B I I E O O O O O O O O O O O O	1
7173	411964	b'Why is UN too weak to take actions against U.S when it violates basic human rights of the captured prisoners from Afghanistan , Pakistan , Iraq , etc ?'	b'Why is UN too weak to take actions against U.S when it violates basic human rights of the captured prisoners from Iraq , Pakistan , Afghanistan , etc ?'	 too weak 	 weak 	O O O B E O O O O O O O O O O O O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O O O O O O O O O O O	1
7196	350671	b'Is it justifiable for non-white people to hate white people/say they hate white people ?'	b'Is it justifiable for white people to hate non-white people/say they hate white people ?'	 white people 	 white 	O O O O O O O O B O O O O E O	O O O O S O O O O O O O O O O	0
7207	109355	"b""I 'm 20 years old . I do n't know if I am on the road to find myself . How can I do this ?"""	"b""I am 20 years old . I do n't know if I 'm on the road to find myself . How can I do this ?"""	 years old 	 old 	O O O B E O O O O O O O O O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O O O O O O O O	1
7227	55624	"b""What 's the difference between high school and middle school education ?"""	"b""What 's the difference between middle school and high school education ?"""	 school education 	 education 	O O O O O O B O O O E O	O O O O O O O O O O S O	1
7227	359906	"b""What 's the difference between high school and middle school education ?"""	"b""What 's the difference between middle school and high school education ?"""	 school education 	 education 	O O O O O O B O O O E O	O O O O O O O O O O S O	1
7232	322477	"b""Why do people assume that they could take advantage of you when you 're shy ( not quiet ) ?"""	"b""Why do people assume that they could take advantage of you when you 're quiet ( not shy ) ?"""	 you 're 	 you 	O O O O O O O O O O B O O E O O O O O O	O O O O O O O O O O S O O O O O O O O O	0
7258	566357	b'How do you use a line integral to prove that the lateral surface area of a cylinder of height h and radius r is 2\xcf\x80rh ?'	b'How do you use a line integral to prove that the lateral surface area of a cylinder of height h and radius r is 2\xcf\x80rh ?'	 surface area 	 surface 	O O O O O O O O O O O O B E O O O O O O O O O O O O	O O O O O O O O O O O O S O O O O O O O O O O O O O	1
7259	152598	"b""I 've heard a lot about immigration problems in Sweden ( no-go-zones , Sharia Law , crime ) , is the situation in Norway better or worse ?"""	"b""I 've heard a lot about immigration problems in Norway ( no-go-zones , Sharia Law , crime ) , is the situation in Sweden better or worse ?"""	 've heard 	 heard 	O B E O O O O O O O O O O O O O O O O O O O O O O O O O	O O S O O O O O O O O O O O O O O O O O O O O O O O O O	0
7319	14429	"b""Yaniv 's a great travel game because it is easy to teach and many players can play at once . What are some other great card games for travelers ?"""	"b""Yaniv is a great travel game because it 's easy to teach and many players can play at once . What are some other great card games for travelers ?"""	 is easy to 	 's easy to 	O O O O O O O O B I E O O O O O O O O O O O O O O O O O O O	O O O O O O O O B I E O O O O O O O O O O O O O O O O O O O	1
7319	149702	"b""Yaniv 's a great travel game because it is easy to teach and many players can play at once . What are some other great card games for travelers ?"""	"b""Yaniv is a great travel game because it 's easy to teach and many players can play at once . What are some other great card games for travelers ?"""	 it is easy to 	 it 's easy to 	O O O O O O O B I I E O O O O O O O O O O O O O O O O O O O	O O O O O O O B I I E O O O O O O O O O O O O O O O O O O O	1
7319	264298	"b""Yaniv 's a great travel game because it is easy to teach and many players can play at once . What are some other great card games for travelers ?"""	"b""Yaniv is a great travel game because it 's easy to teach and many players can play at once . What are some other great card games for travelers ?"""	 it is easy 	 it 's easy 	O O O O O O O B I E O O O O O O O O O O O O O O O O O O O O	O O O O O O O B I E O O O O O O O O O O O O O O O O O O O O	1
7319	378403	"b""Yaniv 's a great travel game because it is easy to teach and many players can play at once . What are some other great card games for travelers ?"""	"b""Yaniv is a great travel game because it 's easy to teach and many players can play at once . What are some other great card games for travelers ?"""	 's a great 	 is a great 	O B I E O O O O O O O O O O O O O O O O O O O O O O O O O O	O B I E O O O O O O O O O O O O O O O O O O O O O O O O O O	1
7319	397182	"b""Yaniv 's a great travel game because it is easy to teach and many players can play at once . What are some other great card games for travelers ?"""	"b""Yaniv is a great travel game because it 's easy to teach and many players can play at once . What are some other great card games for travelers ?"""	 is easy to 	 's easy to 	O O O O O O O O B I E O O O O O O O O O O O O O O O O O O O	O O O O O O O O B I E O O O O O O O O O O O O O O O O O O O	1
7319	461412	"b""Yaniv 's a great travel game because it is easy to teach and many players can play at once . What are some other great card games for travelers ?"""	"b""Yaniv is a great travel game because it 's easy to teach and many players can play at once . What are some other great card games for travelers ?"""	 it is easy to 	 it 's easy to 	O O O O O O O B I I E O O O O O O O O O O O O O O O O O O O	O O O O O O O B I I E O O O O O O O O O O O O O O O O O O O	1
7319	482086	"b""Yaniv 's a great travel game because it is easy to teach and many players can play at once . What are some other great card games for travelers ?"""	"b""Yaniv is a great travel game because it 's easy to teach and many players can play at once . What are some other great card games for travelers ?"""	 it is easy 	 it 's easy to 	O O O O O O O B I E O O O O O O O O O O O O O O O O O O O O	O O O O O O O B I I E O O O O O O O O O O O O O O O O O O O	1
7399	500471	b'Is it technically possible to blast a mobile phone by calling from specific number ?'	b'Is it technically possible to blast a specific phone by calling from mobile number ?'	 technically possible 	 technically 	O O B E O O O O O O O O O O O	O O S O O O O O O O O O O O O	0
7441	194412	"b""What is the reason behind No Shave November , Why any other month 's not a No Shave ?"""	"b""`` What 's the reason behind `` No Shave November , Why any other month is not a No Shave ? Core\xe2\x80\x9d"""	 's not 	 not 	O O O O O O O O O O O O O B E O O O O	O O O O O O O O O O O O O O O O S O O O O O	1
7441	481576	"b""What is the reason behind No Shave November , Why any other month 's not a No Shave ?"""	"b""`` What 's the reason behind `` No Shave November , Why any other month is not a No Shave ? Core\xe2\x80\x9d"""	 is the reason 	 's the reason 	O B I E O O O O O O O O O O O O O O O	O O B I E O O O O O O O O O O O O O O O O O	1
7454	52258	b'I have a colleague who is very self righteous , asks too many questions , very competitive and annoys me with her constant comparisons . How do I deal ?'	b'I have a colleague who is very self righteous , asks too many questions , very constant and annoys me with her competitive comparisons . How do I deal ?'	 very competitive 	 competitive 	O O O O O O B O O O O O O O O O E O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O O O O O O S O O O O O O O	0
7466	401898	b'Is it a bad idea to teach medium school for two years before applying to high schools ?'	b'Is it a bad idea to teach high school for two years before applying to med schools ?'	 two years 	 years 	O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O S O O O O O O	0
7493	239527	b'How can I make website and earn money ?'	b'How can I make website and earn money ?'	 earn money 	 earn 	O O O O O O B E O	O O O O O O S O O	1
7496	88753	b'What strikes first time visitors as special or unusual when they arrive in Argentina , Lan\xc3\xbas ?'	b'What strikes first time visitors as special or unusual when they arrive in Lan\xc3\xbas , Argentina ?'	 first time 	 first 	O O B E O O O O O O O O O O O O O	O O S O O O O O O O O O O O O O O	1
7515	258362	b'What are the living conditions in Barnesville and how does it compare to Rockville , Maryland ?'	b'What are the living conditions in Rockville , Maryland and how does it compare to Barnesville ?'	 living conditions in 	 conditions in 	O O O B I E O O O O O O O O O O O	O O O O B E O O O O O O O O O O O	0
7515	310830	b'What are the living conditions in Barnesville and how does it compare to Rockville , Maryland ?'	b'What are the living conditions in Rockville , Maryland and how does it compare to Barnesville ?'	 living conditions in 	 conditions in 	O O O B I E O O O O O O O O O O O	O O O O B E O O O O O O O O O O O	0
7515	310831	b'What are the living conditions in Barnesville and how does it compare to Rockville , Maryland ?'	b'What are the living conditions in Rockville , Maryland and how does it compare to Barnesville ?'	 living conditions in 	 conditions in 	O O O B I E O O O O O O O O O O O	O O O O B E O O O O O O O O O O O	0
7515	428617	b'What are the living conditions in Barnesville and how does it compare to Rockville , Maryland ?'	b'What are the living conditions in Rockville , Maryland and how does it compare to Barnesville ?'	 conditions in 	 living conditions in 	O O O O B E O O O O O O O O O O O	O O O B I E O O O O O O O O O O O	0
7515	510852	b'What are the living conditions in Barnesville and how does it compare to Rockville , Maryland ?'	b'What are the living conditions in Rockville , Maryland and how does it compare to Barnesville ?'	 conditions in 	 living conditions in 	O O O O B E O O O O O O O O O O O	O O O B I E O O O O O O O O O O O	0
7515	510855	b'What are the living conditions in Barnesville and how does it compare to Rockville , Maryland ?'	b'What are the living conditions in Rockville , Maryland and how does it compare to Barnesville ?'	 conditions in 	 living conditions in 	O O O O B E O O O O O O O O O O O	O O O B I E O O O O O O O O O O O	0
7530	322477	"b""Can you be wealthy/rich ( not known ) if you 're invisible ?"""	"b""Can you be invisible ( not known ) if you 're wealthy/rich ?"""	 you 're 	 you 	O B O O O O O O O O E O O	O S O O O O O O O O O O O	0
7537	378772	b'What can rich people learn from poor people ?'	b'What can poor people learn from rich people ?'	 poor people 	 poor 	O O O O O O B E O	O O S O O O O O O	0
7544	296972	b'What are some very good and real touching romantic novels ?'	b'What are some very touching romantic good and real novels ?'	 very good 	 good 	O O O B E O O O O O O	O O O O O O S O O O O	0
7544	519079	b'What are some very good and real touching romantic novels ?'	b'What are some very touching romantic good and real novels ?'	 very good 	 good 	O O O B E O O O O O O	O O O O O O S O O O O	0
7570	136503	b'Voices that you carry in your head and that hear outside your head and converse with in your head but also hear it with someone else doing the same ?'	b'Voices that you hear in your head and that carry outside your head and converse with in your head but also hear it with someone else doing the same ?'	 someone else 	 someone 	O O O O O O O O O O O O O O O O O O O O O O O O B E O O O O	O O O O O O O O O O O O O O O O O O O O O O O O S O O O O O	0
7580	209646	b'Why do some people say they will move to Canada or Germany/Europe if Trump is elected instead of Mexico or Latin America ?'	b'Why do some people say they will move to Canada or Germany/Mexico or Latin America if Trump is elected instead of Europe ?'	 people say 	 say 	O O O B E O O O O O O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O O O O O	0
7646	190070	"b""I 'm an extremely intelligent but very depressed 16 year old who feels philosophically drained by life , and can not completely justify my existence , any advice for me ?"""	"b""I 'm an extremely intelligent but very depressed 16 year old who feels completely drained by life and can not philosophically justify my existence . Any advice for me ?"""	 very depressed 	 depressed 	O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O S O O O O O O O O O O O O O O O O O O O O O O	0
7646	537932	"b""I 'm an extremely intelligent but very depressed 16 year old who feels philosophically drained by life , and can not completely justify my existence , any advice for me ?"""	"b""I 'm an extremely intelligent but very depressed 16 year old who feels completely drained by life and can not philosophically justify my existence . Any advice for me ?"""	 depressed 	 very depressed 	O O O O O O O S O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O	0
7666	383194	b'If the Sun is destroyed right now ( assume 00 : 00 ) , will it effect Earth right away or it take 8 minutes ( 00 : 08 ) ?'	b'If the Sun is destroyed right away ( effect 00 : 00 ) , will it affect Earth right now or it take 8 minutes ( 00 : 98 ) ?'	 right away 	 away 	O O O O O B O O O O O O O O O O O O O E O O O O O O O O O O O	O O O O O O S O O O O O O O O O O O O O O O O O O O O O O O O	0
7666	415647	b'If the Sun is destroyed right now ( assume 00 : 00 ) , will it effect Earth right away or it take 8 minutes ( 00 : 08 ) ?'	b'If the Sun is destroyed right away ( effect 00 : 00 ) , will it affect Earth right now or it take 8 minutes ( 00 : 98 ) ?'	 right now 	 right 	O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O S O O O O O O O O O O O O O O O O O O O O O O O O O	0
7700	573958	b'What are the stages of deteriorating health and signs of impending death for someone with neuroendocrine liver cancer ( terminal stage 4 ) ?'	b'What are the stages of deteriorating health and signs of impending death for someone with terminal liver cancer ( neuroendocrine stage 4 ) ?'	 liver cancer 	 liver 	O O O O O O O O O O O O O O O O B E O O O O O O	O O O O O O O O O O O O O O O O S O O O O O O O	0
7706	338534	b'The inner core of the Sun is very hot . The outer corona is the second part of the hottest . How is it possible ?'	b'The outer core of the Sun is very hot . The inner corona is the second part of the hottest . How is it possible ?'	 very hot 	 hot 	O O O O O O O B E O O O O O O O O O O O O O O O O O	O O O O O O O O S O O O O O O O O O O O O O O O O O	0
7711	206312	b'I might feel sad for seconds then suddenly feel happy for no reason ?'	b'I might feel happy for seconds then suddenly feel sad for no reason ?'	 then suddenly 	 suddenly 	O O O O O O B E O O O O O O	O O O O O O O S O O O O O O	0
7717	114091	b'I think that I feel very fast .'	b'I feel that I think very fast .'	 very fast 	 fast 	O O O O O B E O	O O O O O O S O	0
7717	139488	b'I think that I feel very fast .'	b'I feel that I think very fast .'	 very fast 	 fast 	O O O O O B E O	O O O O O O S O	0
7718	338534	b'Why do I look very hot in the mirror , but pretty bad in pictures ?'	b'Why do I look very bad in the mirror , but pretty hot in pictures ?'	 very hot 	 hot 	O O O O B E O O O O O O O O O O	O O O O O O O O O O O O S O O O	0
7718	472520	b'Why do I look very hot in the mirror , but pretty bad in pictures ?'	b'Why do I look very bad in the mirror , but pretty hot in pictures ?'	 pretty bad 	 pretty 	O O O O O O O O O O O B E O O O	O O O O O O O O O O O S O O O O	0
7733	88753	b'How many calories do I need to eat ( 2000 is my normal intake ) when I start to go road cycling for the first time ?'	b'How many calories do I need to go ( 2000 is my normal intake ) when I start to eat road cycling for the first time ?'	 first time 	 first 	O O O O O O O O O O O O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O O O O O O O O O O O S O O	0
7753	57006	b'If man is inherently bad then why all the good news plaguing our planet ?'	b'If man is inherently good then why all the bad news plaguing our planet ?'	 then why 	 why 	O O O O O B E O O O O O O O O	O O O O O O S O O O O O O O O	0
7761	88753	b'When you meet someone for the first time and you could feel mutual attraction at first sight and also during your first conversation , how reliable is this attraction ( i.e . will it decrease or can it last easily ) ?'	b'When you meet someone for the first time and you could feel mutual attraction at first sight and also during your first conversation , how reliable is this attraction ( i.e . will it last or can it decrease easily ) ?'	 first time 	 first 	O O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O S O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	0
7778	247707	"b""My swim team dyed our hair , dyed and then bleached purple . I 've got a big meeting coming up . Will it be gone in 3 weeks ?"""	"b""My swim team dyed our hair , bleached and then dyed purple . I 've got a big meeting coming up . Will it be gone in 3 weeks ?"""	 've got a big 	 got a big 	O O O O O O O O O O O O O O B I I E O O O O O O O O O O O O	O O O O O O O O O O O O O O O B I E O O O O O O O O O O O O	0
7778	347307	"b""My swim team dyed our hair , dyed and then bleached purple . I 've got a big meeting coming up . Will it be gone in 3 weeks ?"""	"b""My swim team dyed our hair , bleached and then dyed purple . I 've got a big meeting coming up . Will it be gone in 3 weeks ?"""	 got a big 	 've got a big 	O O O O O O O O O O O O O O O B I E O O O O O O O O O O O O	O O O O O O O O O O O O O O B I I E O O O O O O O O O O O O	0
