QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	label
144881.0	1249181.0	How can I bring back the Google search box on my home screen on my MI4i phone?	How can I bring back the Google search box on my home screen?	 bring back 	 bring 	0
144930.0	149481.0	I am 24 years old and have spent three years in a job. Is it too late to prepare for IAS?	Is it too late for me to be a programmer if I am already 28 and have no computer science background?	 too late 	 late 	0
144930.0	255018.0	I am 24 years old and have spent three years in a job. Is it too late to prepare for IAS?	Is it too late for me to be a programmer if I am already 28 and have no computer science background?	 too late 	 late 	0
144990.0	240157.0	How is Neil deGrasse Tyson reacting to reports of real magic?	How is Neil deGrasse Tyson responding to reports of magic, disappearances, teleportation, hoaxes, UFOs, high strangeness, and the Mandela effect?	 reacting to 	 responding to 	0
144993.0	972782.0	Can I deposit amounts in lakhs like 500000 without facing any income tax issues after the ban of 500 and 1000 notes?	How much money a person can deposit in bank after ban on 500 notes if he is not paying any income tax?	 income tax 	 income 	1
145010.0	1310937.0	What does sex feel like for a girl?	What did your first sex feel like as a girl?	 feel like 	 like 	0
145028.0	63140.0	How big should a planet be (radius,mass) and how far away from it's star to have (for example) four natural satellites?	Why are all the stars so far away from the Sun?	 far away 	 far 	0
145028.0	195893.0	How big should a planet be (radius,mass) and how far away from it's star to have (for example) four natural satellites?	Why are all the stars so far away from the Sun?	 far away 	 far 	0
145028.0	511761.0	How big should a planet be (radius,mass) and how far away from it's star to have (for example) four natural satellites?	Why are all the stars so far away from the Sun?	 far away from 	 away from 	0
145028.0	1032509.0	How big should a planet be (radius,mass) and how far away from it's star to have (for example) four natural satellites?	Why are all the stars so far away from the Sun?	 far away from 	 away from 	0
145028.0	1389105.0	How big should a planet be (radius,mass) and how far away from it's star to have (for example) four natural satellites?	Why are all the stars so far away from the Sun?	 far 	 far away 	0
145135.0	472662.0	I am a BSc computer science graduate. I just got selected in Infosys Ltd. and also in TCS Ltd., where TCS offers an MCA programme from Sastra University. Both the companies' designation is the same. Which one should I choose?	I am a CSE grad . I got placed in Ericsson Global India (GET) as well as in TCS. Both are offering almost same package . Which one should I join?	 and also in 	 as well as in 	0
145148.0	88753.0	How do I make sex first time less painful?	How can you reduce first time sex pain?	 first time 	 first 	1
145148.0	646502.0	How do I make sex first time less painful?	How can you reduce first time sex pain?	 first time 	 first 	1
145204.0	99638.0	How can I find the most popular Tumblr posts of all time?	What are the most popular Tumblr posts of all time?	 most popular 	 popular 	1
145223.0	406577.0	How do I wish happy birthday like a nerd?	How can I wish happy birthday to Google?	 happy birthday 	 birthday 	0
145234.0	890906.0	What is one good reason to not vote for Trump?	What is a list of specific  reasons not to vote for Trump?	 good reason 	 reasons 	1
145238.0	553347.0	How can I log in Facebook without password?	Is it possible to login to Facebook without password?	 log in 	 login 	1
145252.0	972782.0	What is the salary after becoming income tax officer?	What is the salary of an income tax officer?	 income tax 	 income 	1
145275.0	1394869.0	What are any real life instances where karma played it's role?	What are some real life examples of Karma?	 real life 	 real 	1
145380.0	1124140.0	What are the most common questions asked in an interview from geotechnical engineering?	What is the most asked question in an interview?	 most common 	 most 	0
145384.0	529328.0	Which is the best fruit juice to have after morning workout? Why?	Which fruit juice is best for acidity?	 fruit juice 	 juice 	0
145404.0	209646.0	Why do some people say there are no races?	Why do people say that race doesn't exist?	 people say 	 say 	1
145407.0	633001.0	How much salary will I get in hand each month with an annual CTC of 2.8 lakhs?	How much salary will I get in hand each month with an annual CTC of 2.05 lakhs?	 each month 	 month 	0
145428.0	19254.0	I am very weak in maths. How can I develop it?	I am very weak at my subject and exams are very near. I am very tensed. What should I do?	 very weak 	 weak 	0
145465.0	674737.0	Can a girl get pregnant after her last day of periods?	Can you get pregnant 16 days after your period?	 get pregnant 	 pregnant 	1
145480.0	1390481.0	What is the property tax rate in Granville, Ohio? How is it compared to the one of Iowa?	What is the property tax rate in Granville, Ohio? How is it compared to the one of Texas?	 tax rate 	 tax 	0
145485.0	494710.0	What is one gadget you wish would go away that still exists?	What is one device you wish would go away that still exists?	 go away 	 away 	1
145485.0	960836.0	What is one gadget you wish would go away that still exists?	What is one device you wish would go away that still exists?	 go away 	 away 	1
145500.0	1286328.0	What happened to Saruman after the One Ring was destroyed?	What happens to Merry and Pippin after the end of The Lord of the Rings?	 happened to 	 happens to 	0
145518.0	674737.0	Can a girl get pregnant by eating sperm?	Can you get pregnant from oral sex?	 get pregnant 	 pregnant 	1
145523.0	103288.0	Who is the most beautiful woman in the world?	Who is the most beautiful woman in India?	 most beautiful 	 beautiful 	0
145526.0	239527.0	How can I earn money for my studies?	What is the best way to earn money while studying?	 earn money 	 earn 	1
145551.0	1390759.0	What are the best private elementary schools in Montréal? What were your experiences with them?	What are the best private elementary schools in Manhattan? What were your experiences with them?	 elementary schools 	 elementary 	0
145558.0	463729.0	Why doesn't the US have a national health service like most European States?	Why doesn't the USA have an national health service?	 health service 	 health 	1
145560.0	674737.0	Can I get pregnant a week after my cycle?	Can I get pregnant 3 days after period if I bled for not even a full 3 days?	 get pregnant 	 pregnant 	1
145608.0	1310937.0	I am 35. Was making 6 figure pay? I have been laid off and feel like a failure. How do I get back to being successful?	Some days I feel depressed, and I've been feeling like this on and off for years now. No matter how much I try, I can't get myself to cheer up. After a day or two, I feel normal again and am able to be happy. Is this depression? Should I see my doctor about this?	 feel like 	 like 	0
145639.0	1314152.0	Why was capital punishment abolished in the UK?	Why was capital punishment removed from the UK?	 capital punishment 	 punishment 	1
145649.0	311278.0	How do you add, subtract and multiply positive and negative numbers?	How do you add and subtract positive and negative numbers?	 positive and negative 	 positive 	0
145661.0	131115.0	Is it possible for a planet to exist if the conditions are same as Earth?	Suppose a technology exists as in the movie Inception; is it wrong to live most of our life in dream if it's not possible to experience the same in reality?	 to exist 	 exists 	0
145661.0	1014023.0	Is it possible for a planet to exist if the conditions are same as Earth?	Suppose a technology exists as in the movie Inception; is it wrong to live most of our life in dream if it's not possible to experience the same in reality?	 to exist 	 exists 	0
145701.0	1337825.0	What is the best solution for Kashmir problem?	What is the solution of Kashmir conflict?	 best solution 	 solution 	1
145731.0	378726.0	What does FQT2 special service in flights mean?	What in-flight services are available in Air India flights?	 service in 	 services are 	0
145740.0	992891.0	What are Some mind Blowing Mac gadgets that most people don't know?	What are some mind-blowing technologies that exist that most people don't know about?	 most people 	 most 	0
145782.0	1240558.0	How do you make an at home weight loss wrap?	How can plastic wrap be used for weight loss?	 weight loss 	 weight 	0
145798.0	1352627.0	I'm a commerce student but have a keen interest in programming. From where should I start learning it? The basic guide.	I'm from a finance/commerce background with a keen interest in the IT field. I want to learn coding. Will it be suitable? Which course is recommended?	 keen interest 	 interest 	0
145828.0	239527.0	How can I earn money part time online?	What are the easiest ways to earn money online?	 earn money 	 earn 	1
145853.0	481713.0	What are the job opportunities after completing a BSC in chemistry?	What are the job opportunities after completing a BSC in microbiology?	 job opportunities 	 opportunities 	0
145853.0	846302.0	What are the job opportunities after completing a BSC in chemistry?	What are the job opportunities after completing a BSC in microbiology?	 opportunities 	 job opportunities 	0
145865.0	60786.0	What are the most effective anti-depressants?	What are some of the most effective ways to fight depression?	 most effective 	 effective 	0
145865.0	634072.0	What are the most effective anti-depressants?	What are some of the most effective ways to fight depression?	 are the most 	 are some of the 	0
145870.0	1310937.0	What should you do when you feel like a loser?	I feel like a loser. What should I do?	 feel like 	 like 	1
145905.0	160456.0	What perks at your startup have been most valuable for increasing your productivity?	What perks at Facebook have been most valuable for increasing productivity?	 most valuable 	 valuable 	0
145940.0	1264731.0	Is it okay to marry a man two months younger than you?	What problems will I face if my husband is 6 months younger than me?	 two months 	 months 	1
145959.0	1251579.0	Shouldn't a person wishing to be cured of a disease later in time by using cryonics be frozen before their death?	Is cryonics really feasible? Can a dying person planning to be frozen, reasonably expect to be resuscitated in the future?	 wishing to be 	 to be 	0
145984.0	1007251.0	Can a mechanical engineering student became a computer science engineer?	How can a mechanical engineer get into computer science for masters and later job?	 mechanical engineering 	 mechanical 	0
145986.0	1394869.0	"What are some real life examples of “Karma""?"	What are the real examples of karma in real world?	 real life 	 real 	1
145988.0	841262.0	What can I do to stop thinking about anything?	How could I stop thinking about something/worrying?	 stop thinking about 	 thinking about 	1
146048.0	383709.0	What are the differences between rural areas and urban areas?	What's the difference between a rural and an urban area?	 rural areas and 	 rural and 	1
146048.0	566043.0	What are the differences between rural areas and urban areas?	What's the difference between a rural and an urban area?	 rural areas and 	 rural and 	1
146048.0	866447.0	What are the differences between rural areas and urban areas?	What's the difference between a rural and an urban area?	 rural areas 	 rural 	1
146048.0	1106685.0	What are the differences between rural areas and urban areas?	What's the difference between a rural and an urban area?	 rural areas 	 rural and 	1
146050.0	45174.0	Who are some lesser known important historical figures of Benin and what should people know about them?	Who are some lesser known important historical figures of Qatar and what should people know about them?	 know about 	 known 	0
146060.0	799110.0	"What are the advantages and disadvantages to a ""reversed"" swept wing?"	What are the benefits of forward-swept wing design on fighter jets?	 are the advantages 	 are the benefits 	0
146060.0	829628.0	"What are the advantages and disadvantages to a ""reversed"" swept wing?"	What are the benefits of forward-swept wing design on fighter jets?	 are the advantages 	 are the benefits 	0
146065.0	350671.0	Do white people realise their white privileges?	Do white people have life on easy mode?	 white people 	 white 	1
146075.0	1207167.0	What will be the expected cut off for UPSC Prelims 2016?	What is the cut off for UPSC prelims 2016?	 cut off 	 cut 	1
146078.0	674737.0	How long does it take a woman to get pregnant after sex?	Can you get pregnant two days after sex?	 get pregnant 	 pregnant 	0
146098.0	1419737.0	What are some of the best ways to learn math?	What is the best way to learn Mathematics?	 best ways to 	 best way to 	1
146129.0	1344111.0	What are the problems in the agricultural sector of India?	What are the businesses in India in the agriculture sector?	 agricultural sector 	 agriculture 	0
146131.0	229656.0	What are some laws that should be made to control the high levels of animal trafficking in Nepal?	What are some laws that should be made to control the high levels of animal trafficking in Vietnam?	 high levels of 	 levels of 	0
146131.0	399947.0	What are some laws that should be made to control the high levels of animal trafficking in Nepal?	What are some laws that should be made to control the high levels of animal trafficking in Vietnam?	 levels of 	 high levels of 	0
146158.0	859154.0	Do high school female teachers know that their male students stare at them sexually?	Can most high school teachers tell when a student has a crush on them?	 high school 	 school 	1
146180.0	1136503.0	Is civil law better than common law?	What are the pros and cons of common law versus civil (Roman) law?	 civil law 	 civil 	0
146201.0	1007251.0	What is the difference between a graduate of mechanical engineering and a mechanic?	What is the difference between automotive and mechanical engineering?	 mechanical engineering 	 mechanical 	0
146241.0	1007251.0	Why mechanical engineering is the best engineering career?	What is the best career for a mechanical engineer?	 mechanical engineering 	 mechanical 	0
146243.0	992891.0	What are some mind blowing Smartphones tools that most people don't know?	What are some mind-blowing computer tools that exist that most people don't know about?	 most people 	 most 	0
146258.0	316010.0	Is nuclear energy considered be renewable or non-renewable?	"Is nuclear energy ""renewable energy""?"	 nuclear energy 	 nuclear 	1
146294.0	998387.0	How much will it cost to construct a house in 1200 square feet plot in Mysore?	What's the cost of a house construction in Mysore?	 to construct 	 construction 	0
146302.0	81009.0	What are most dangerous places in the world?	Where are the most dangerous places in the world and why?	 most dangerous 	 dangerous 	1
146335.0	413574.0	Which country in the world has the best education system and why?	Which country have an amazing education system?	 education system 	 education 	1
146335.0	432593.0	Which country in the world has the best education system and why?	Which country have an amazing education system?	 education system 	 education 	1
146336.0	662731.0	How is Bolivia's geographical location unique in the region, and how does its geography compare to Uruguay's?	How is Bolivia's geographical location unique in the region, and how does its geography compare to that of other countries?	 geographical location 	 geographical 	0
146394.0	1086801.0	Why there is gender inequality in India?	What are the causes of gender inequality in India?	 gender inequality 	 inequality 	1
146507.0	239527.0	What should I do to earn money online?	How can we earn money online in india?	 earn money 	 earn 	1
146518.0	227772.0	What are the most widely used programming languages in India?	What are the programming languages used widely in India?	 most widely 	 widely 	0
146518.0	513104.0	What are the most widely used programming languages in India?	What are the programming languages used widely in India?	 languages in 	 languages used 	0
146527.0	64788.0	What would happen if Indonesia actually paid off the national debt?	What would happen if the U.S. actually paid off the national debt?	 paid off 	 paid 	0
146532.0	45174.0	Who are some lesser known important historical figures of Gabon and what should people know about them?	Who are some lesser known important historical figures of Palestine and what should people know about them?	 know about 	 known 	0
146541.0	1340130.0	Where do US political parties stand today?	Do the “reputations” of the major political parties in the US accurately represent the ideas for which they stand?	 political parties 	 major political parties 	0
146551.0	874348.0	Is the recreational use of weed likely to be made legal in Australia anytime soon?	Is recreation weed use likely to made legal in Australia anytime soon?	 recreational use 	 recreation 	1
146562.0	852843.0	What are the different types of communication networks?	How do the different types of communication networks compare and contrast?	 the different types of 	 types of 	0
146562.0	894710.0	What are the different types of communication networks?	How do the different types of communication networks compare and contrast?	 types of 	 the different types of 	0
146562.0	1078834.0	What are the different types of communication networks?	How do the different types of communication networks compare and contrast?	 different types of 	 types of 	0
146562.0	1078837.0	What are the different types of communication networks?	How do the different types of communication networks compare and contrast?	 different types of 	 types of 	0
146607.0	598357.0	How widely accepted are credit cards at small businesses and restaurants in Iceland?	How widely accepted are credit cards at small businesses and restaurants in Australia?	 credit cards 	 cards 	0
146610.0	1401019.0	What is the eligibility criteria for Phd?	What is the eligibility criteria for doing phd?	 eligibility criteria 	 eligibility 	1
146665.0	1209354.0	If you are awoken but quickly fall back asleep, does your sleep cycle reset?	If I wake up from a deep sleep and then immediately fall back asleep, where does my sleep cycle resume?	 fall back 	 fall 	1
146689.0	1007251.0	As a mechanical engineering student, how useful will SAP ABAP be to me?	I'm a mechanical engineer, can SAP training help me?	 mechanical engineering 	 mechanical 	0
146693.0	239527.0	How can I earn money using YouTube?	How can I earn money from YouTube?	 earn money 	 earn 	1
146706.0	1450432.0	How many times can I legally change my name in India?	How many times a person can change his name in India?	 many times 	 times 	1
146732.0	793419.0	What would be the appropriate air pressure for Bajaj Discover 100CC tube tires, for smooth driving and to prevent back pain?	Why does the air pressure in a car tire increase after a long drive?	 air pressure 	 pressure 	0
146736.0	413574.0	Does the Indian education system need a reformation?	Do we need to change the  education system of India? If yes then why?	 education system 	 education 	1
146736.0	432593.0	Does the Indian education system need a reformation?	Do we need to change the  education system of India? If yes then why?	 education system 	 education 	1
146767.0	136503.0	If you delete your snapchat does it delete the saved messages someone else saved?	"When you delete someone off Snapchat do they appear on your ""added me"" list?"	 someone else 	 someone 	0
146816.0	1029172.0	What is the best way to get away with murder?	How do you kill someone and get away with it?	 get away 	 away 	1
146823.0	905866.0	Are there a lot of women who will vote for Hillary Clinton just because she is a woman?	"Why do some voters intend to vote for Hillary Clinton mainly because she is a woman? What ever happened to ""Don't judge someone just by their gender""?"	 just because 	 because 	1
146874.0	972782.0	What is the salary after becoming income tax officer?	How much can an income tax officer earn?	 income tax 	 income 	1
146939.0	109355.0	I am 19 years old and still I believe that my height will grow. Will it grow or not?	How much could I still grow if I am a 16 year old girl and 5 foot tall?	 years old 	 old 	0
147087.0	674737.0	Can you still get pregnant one day before menstruation?	How possible is it to get pregnant one day after my 3 day period?	 get pregnant 	 pregnant 	1
147091.0	1374628.0	How big is the difference between Tagalog and other regional languages in the Philippines?	How come there are similar words and other similarities among different languages in different regions across India?	 languages in 	 different languages 	0
147141.0	700516.0	What is the best photo of corruption?	What is the best photograph of government corruption?	 photo of 	 photograph of 	1
147165.0	852843.0	What are the different types of physics and what is and example of it in electronics?	What are the different types of physics and what is and example of it in astronomy	 the different types of 	 types of 	0
147165.0	894710.0	What are the different types of physics and what is and example of it in electronics?	What are the different types of physics and what is and example of it in astronomy	 types of 	 the different types of 	0
147165.0	1078834.0	What are the different types of physics and what is and example of it in electronics?	What are the different types of physics and what is and example of it in astronomy	 different types of 	 types of 	0
147165.0	1078837.0	What are the different types of physics and what is and example of it in electronics?	What are the different types of physics and what is and example of it in astronomy	 different types of 	 types of 	0
147167.0	1322742.0	Will you support the reinstatement of student loan consumer protection rights along with truth & lending laws that have been virtually stripped away?	Will you reinstate student loan consumer protection rights along with truth and lending laws that have been virtually stripped away?	 consumer protection 	 consumer 	1
147177.0	33960.0	Why some ILLEGAL immigrants were released instead of deported in USA even though they committed crime?	Why do some people feel the need to update everything they do (their status) online once they move from India to USA for higher studies even though they never did it in India?	 even though 	 though 	0
147177.0	223380.0	Why some ILLEGAL immigrants were released instead of deported in USA even though they committed crime?	Why do some people feel the need to update everything they do (their status) online once they move from India to USA for higher studies even though they never did it in India?	 even though 	 even 	0
147177.0	225194.0	Why some ILLEGAL immigrants were released instead of deported in USA even though they committed crime?	Why do some people feel the need to update everything they do (their status) online once they move from India to USA for higher studies even though they never did it in India?	 even though they 	 though they 	0
147177.0	699999.0	Why some ILLEGAL immigrants were released instead of deported in USA even though they committed crime?	Why do some people feel the need to update everything they do (their status) online once they move from India to USA for higher studies even though they never did it in India?	 though they 	 even though they 	0
147208.0	634072.0	What are the most interesting startups of 2014?	What are some of the best startups of 2014?	 are the most 	 are some of the 	1
147284.0	1419737.0	What are the best ways to study organic chemistry?	What is the best way to study organic chemistry?	 best ways to 	 best way to 	1
147349.0	1406126.0	How do prepaid mobile phones work?	How do prepaid mobile service plans work?	 mobile phones 	 mobile 	1
147398.0	103288.0	Which is the most beautiful country in the world in terms of natural beauty?	What do you think the most beautiful country in the whole world?	 most beautiful 	 beautiful 	1
147477.0	606808.0	What were the major contributions of the political leaders during WW1, and how are the compared to the ones during American Civil War?	What were the major contributions of the political leaders during WW1, and how are they compared to the ones during other major armed conflicts?	 political leaders 	 leaders 	1
147477.0	1406584.0	What were the major contributions of the political leaders during WW1, and how are the compared to the ones during American Civil War?	What were the major contributions of the political leaders during WW1, and how are they compared to the ones during other major armed conflicts?	 the political leaders 	 leaders 	1
147478.0	644536.0	In which states is it legal for electors to be faithless and could faithless electors change the expected outcome of the 2016 presidential election?	Is it possible for faithless electors to change the outcome of the 2016 presidential election?	 the expected outcome of 	 the outcome of 	1
147478.0	714757.0	In which states is it legal for electors to be faithless and could faithless electors change the expected outcome of the 2016 presidential election?	Is it possible for faithless electors to change the outcome of the 2016 presidential election?	 the expected outcome 	 the outcome 	1
147478.0	860707.0	In which states is it legal for electors to be faithless and could faithless electors change the expected outcome of the 2016 presidential election?	Is it possible for faithless electors to change the outcome of the 2016 presidential election?	 expected outcome of 	 outcome of 	1
147478.0	1439445.0	In which states is it legal for electors to be faithless and could faithless electors change the expected outcome of the 2016 presidential election?	Is it possible for faithless electors to change the outcome of the 2016 presidential election?	 expected outcome 	 outcome 	1
147481.0	674737.0	Can you get pregnant 16 days after your period?	How do I get pregnant just after my periods?	 get pregnant 	 pregnant 	1
147492.0	465745.0	What trivia (and/or little-known facts) do you find interesting about Massachusetts?	What trivia (and/or little-known facts) do you find interesting about Washington?	 find interesting 	 interesting 	0
147492.0	912202.0	What trivia (and/or little-known facts) do you find interesting about Massachusetts?	What trivia (and/or little-known facts) do you find interesting about Washington?	 interesting 	 find interesting 	0
147505.0	1157330.0	Why do you answer questions in Quora?	What motivates people with technical experience to answer questions on Quora?	 answer questions 	 to answer 	1
147513.0	1310937.0	What does it feel like to have a teamkiller on your team?	What does it feel like to be a teamkiller?	 feel like 	 like 	0
147536.0	111261.0	How do de facto and de jure segregation differ?	What is the importance of the de jure and de facto segregation?	 de facto 	 facto 	0
147536.0	525758.0	How do de facto and de jure segregation differ?	What is the importance of the de jure and de facto segregation?	 de jure 	 jure 	0
147601.0	287192.0	What should a teenager keep in mind when writing a male/female character?	What should a male writer keep in mind when writing a female character?	 keep in mind 	 mind 	0
147610.0	1306661.0	How is the MEng ECE programme in uiuc?	How is the MEng ECE program at UIUC?	 programme in 	 program 	1
147618.0	88753.0	What strikes first time visitors as special or unusual when they arrive in Bragança Paulista, Brazil?	What strikes first time visitors as special or unusual when they arrive in Paulista, PE, Brazil?	 first time 	 first 	0
147618.0	646502.0	What strikes first time visitors as special or unusual when they arrive in Bragança Paulista, Brazil?	What strikes first time visitors as special or unusual when they arrive in Paulista, PE, Brazil?	 first time 	 first 	0
147668.0	232590.0	Do too many bookmarks slow down a browser?	How many extensions can be added to Google Chrome before it starts to slow down?	 slow down 	 slow 	0
147668.0	1443238.0	Do too many bookmarks slow down a browser?	How many extensions can be added to Google Chrome before it starts to slow down?	 slow down 	 slow 	0
147686.0	1181136.0	How do I lose five pounds in three weeks?	How do I loose ten pounds in two to three weeks?	 five pounds 	 pounds 	0
147695.0	674737.0	How long does it take a woman to get pregnant after sex?	How many days does it take before a woman becomes pregnant after sex?	 get pregnant 	 pregnant 	1
147719.0	992891.0	What are some of the best new products that are available and most people don't know about?	What are the best new products or gadgets that most people don't know about?	 most people 	 most 	1
147749.0	992891.0	What are some mind-blowing bikes that exist that most people don't know about?	What are some amazing bike inventions that exist that most people don't know about?	 most people 	 most 	1
147772.0	761924.0	What is the total number of hospitals in India? And how many out of them are private or government? (Kindly specify the source if any)	How many hospitals do we have in India, including all the clinics & nursing homes both private & government?	 are private 	 both private 	0
147805.0	1322379.0	What exercises can I do to be able to jump higher?	How can I jump higher?	 be able to 	 can 	1
147842.0	1159595.0	Is it bad to drink water in the evening?	Is it bad to drink water?	 drink water 	 drink 	0
147869.0	333705.0	Most of the students in your class spend a lot of time indoors playing with gadgets. They don't want to play outdoor games. What should be done to encourage students to play outdoor games and lead a healthy lifestyle?	What games can I play with my 5 year old students on World Turtle Day? (Not looking for video games)	 playing with 	 play with 	0
147885.0	99638.0	What online payment methods are most popular in Vietnam?	What online payment methods are most popular in Indonesia?	 most popular 	 popular 	0
147890.0	28825.0	What will most likely cause World War III?	Which country is most likely to start WWIII?	 most likely 	 likely 	1
147890.0	163183.0	What will most likely cause World War III?	Which country is most likely to start WWIII?	 most likely 	 likely 	1
147890.0	396816.0	What will most likely cause World War III?	Which country is most likely to start WWIII?	 most likely 	 likely 	1
147890.0	1296913.0	What will most likely cause World War III?	Which country is most likely to start WWIII?	 likely 	 most likely 	1
147902.0	1286959.0	How do you save the battery life on your Android device?	What's the best way to extend battery life on my Android phone?	 battery life 	 battery 	0
147903.0	919248.0	Is there any one on Quora who is preparing for BHU BA(h) social science entrance exam of 2017?	Which is the best book for the preparation of BHU entrance exam?	 preparing for 	 preparation of 	0
147970.0	1229457.0	When they made the first clock, how did they know what time it was? How did they set it?	When the first clock was invented, How did they know what time it was?	 what time 	 what 	1
148003.0	558325.0	What will happen now that Donald Trump has won the elections?	What will happen now that President-elect Donald Trump has won the election?	 happen now 	 happen 	1
148009.0	992891.0	What are some mind-blowing Drivers accessories that exist that most people don't know about?	What are some mind-blowing vehicle accessories that exist that most people don't know about?	 most people 	 most 	1
148011.0	992891.0	What are some mind blowing wallets that exist in 2016 that most people don't know about?	What are some mind-blowing wallets gadgets that exist that most people don't know about?	 most people 	 most 	0
148044.0	1450432.0	How many times a week married couple will have sex?	How many times a married couple have sex in a week?	 many times 	 times 	0
148078.0	209646.0	Why do some people say sorry a lot? Could it be from abuse or from feeling like they never do anything right?	"Why do people say ""sorry to hear that"" when they mean ""I am sorry that happened""?"	 people say 	 say 	0
148114.0	1204035.0	This is the second time I have been fired from a company.How can I lift myself up?	Where do you go after you get fired from Google after just six weeks as a Contractor despite high performance?	 been fired 	 get fired 	0
148205.0	285878.0	What is your most amazing personal story of traveling to Beijing?	What is your most amazing personal story of traveling to Philippines?	 most amazing 	 amazing 	0
148205.0	588713.0	What is your most amazing personal story of traveling to Beijing?	What is your most amazing personal story of traveling to Philippines?	 amazing 	 most amazing 	0
148230.0	1450432.0	How many times a day do a clock’s hands overlap?	How many times do the hour and minute hands of a clock overlap in a 24 hour period?	 many times 	 times 	1
148284.0	239527.0	How do you earn money from internet?	How can I earn money easily online?	 earn money 	 earn 	1
148288.0	1095428.0	What makes DoorDash different from GrubHub, Seamless, etc.?	What are the differences between GrubHub and Seamless?	 different from 	 differences between 	0
148308.0	1076898.0	Is climate change unstoppable now?	Is climate change stoppable?	 climate change 	 climate 	1
148329.0	44326.0	What are the most common life mistakes young people make?	In your daily life, What is the most common mistake you see which is done by people around you?	 most common 	 common 	0
148329.0	1124140.0	What are the most common life mistakes young people make?	In your daily life, What is the most common mistake you see which is done by people around you?	 most common 	 most 	0
148371.0	1450432.0	How many times a day do a clock’s hands overlap?	How many times does the hands of the clock overlap in a day?	 many times 	 times 	1
148382.0	1012001.0	How can something exist in two locations at the same time?	In Quantum Physics, how can an object exist in two locations simultaneously?	 two locations 	 locations 	1
148423.0	483806.0	How do I calculate energy savings by using antimicrobial technology?	How does one calculate the energy savings by installing insulation?	 energy savings 	 savings 	0
148443.0	444154.0	Can I take a 3 month vacation from my software engineering job after working for 2 years and get a job in another company easily when I come back?	Can I take a 3 month vacation from my software engineering job after working for 2 years and come back easily?	 2 years 	 years 	1
148454.0	239527.0	How does Paytm earn money after giving cashbacks?	How does Paytm earn by giving extra cash back on already discounted items?	 earn money 	 earn 	1
148460.0	360280.0	What are some characteristics of each type of human behavior?	What different types of human behavior are found in psychology?	 each type of 	 types of 	0
148460.0	1114105.0	What are some characteristics of each type of human behavior?	What different types of human behavior are found in psychology?	 each type of 	 different types of 	0
148460.0	1114106.0	What are some characteristics of each type of human behavior?	What different types of human behavior are found in psychology?	 each type of 	 different types of 	0
148519.0	1007251.0	What career choice do I have after completing a B.Tech in mechanical engineering if I am interested in space research?	What are the best option after completing my B.Tech in mechanical engineering?	 mechanical engineering 	 mechanical 	1
148538.0	1207167.0	What is the expected cut off for SSC CGL Tier 1 2016? Will cut off rise as the paper was easy and the vacancies are less?	What is the expected cut off for SSC CGL 2016 for general category?	 cut off 	 cut 	1
148636.0	1286328.0	What happened to your smartphone or laptop after it crashed on the floor?	What happens to your body during and after running (on treadmill or otherwise)?	 happened to 	 happens to 	0
148679.0	841350.0	What kind of business depend on cardiologists referrals?	What kind of business depends on cardiologists?	 depend on 	 depends 	0
148679.0	879401.0	What kind of business depend on cardiologists referrals?	What kind of business depends on cardiologists?	 depend on 	 depends on 	0
148722.0	99638.0	What is the most popular consumer protection case in India?	Who is the most popular journalist in India?	 most popular 	 popular 	0
148752.0	1249181.0	Will science ever make it possible to bring back the dead?	Is it possible to bring dead bodies back to life in some sense with the help of current technologies and science?	 bring back 	 bring 	1
148782.0	992891.0	Why do most people hate their managers?	Why do the people I love the most end up hating me?	 most people 	 most 	0
148803.0	27234.0	What are some tools used to measure weight?	What diffrrent methods are used to measure weight and what tools are used to do so?	 used to measure 	 to measure 	1
148803.0	58319.0	What are some tools used to measure weight?	What diffrrent methods are used to measure weight and what tools are used to do so?	 to measure 	 used to measure 	1
148836.0	539511.0	What will be the effect of banning 500 and 1000 notes on stock markets in India?	What will be the impact of governments decision to scrap currency notes of Rs 500 and Rs 1000 on the stock markets?	 the effect of 	 the impact of 	1
148841.0	974183.0	What is the best laptop in 50000 in India?	Which is the best available laptop for 50,000Rs?	 the best 	 best available 	1
148843.0	17413.0	Why is Finland's education system best compared to India?	How Finland has the best educational system compared to India?	 education system 	 educational system 	1
148843.0	58386.0	Why is Finland's education system best compared to India?	How Finland has the best educational system compared to India?	 education system 	 educational system 	1
148843.0	436287.0	Why is Finland's education system best compared to India?	How Finland has the best educational system compared to India?	 education system 	 educational system 	1
148843.0	436825.0	Why is Finland's education system best compared to India?	How Finland has the best educational system compared to India?	 education system 	 educational system 	1
148864.0	5854.0	What are some guinness world records that are difficult to break?	What are some Guinness World Records that are very difficult to break?	 are difficult to 	 are very difficult to 	1
148864.0	778413.0	What are some guinness world records that are difficult to break?	What are some Guinness World Records that are very difficult to break?	 difficult 	 very difficult 	1
148864.0	1210151.0	What are some guinness world records that are difficult to break?	What are some Guinness World Records that are very difficult to break?	 difficult to 	 very difficult to 	1
148889.0	60786.0	What is the most effective way to study maths in high school?	Whats the most effective way to study for maths in high school?	 most effective 	 effective 	1
