	SNLI_PairID	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	gold_label
9446	2118795339.jpg#1r1n	676362.0	A man wearing black walking past an alleyway between two buildings.	The man is walking between the bank and the store.	 between two 	 between 	neutral
9447	6628019865.jpg#0r1e	1266467.0	A young man wearing red shorts and a red and white sleeveless shirt holds a stick as a woman passes behind him.	A young man in shorts and a T-shirt is holding a stick as a woman walks by.	 young man 	 young 	entailment
9448	6628019865.jpg#0r1n	1266467.0	A young man wearing red shorts and a red and white sleeveless shirt holds a stick as a woman passes behind him.	The young man is thinking of hitting the young girl with a stick as she walks by.	 young man 	 young 	neutral
9449	7517274630.jpg#2r1e	219627.0	A military section of a parade is marching with many different flags.	A section of a parade is marching with a lot of different flags.	 many different 	 different 	entailment
9450	2537802214.jpg#0r1c	1402042.0	Several men in red reflective vests, helmets, and face masks work in an area under construction.	a construction worker works alone	 work in 	 works 	contradiction
9451	3420278866.jpg#3r1c	1043787.0	Tennis player getting ready to play tennis.	There is a tennis player getting ready to swim.	 getting ready 	 ready 	contradiction
9452	332124056.jpg#0r1n	1224761.0	A man and woman sit on the floor with two children as one child reads a book and another opens a present.	The children and woman are near a christmas tree.	 two children 	 children 	neutral
9453	332124056.jpg#0r1c	1224761.0	A man and woman sit on the floor with two children as one child reads a book and another opens a present.	The children and woman are all standing up.	 two children 	 children 	contradiction
9454	3209269845.jpg#0r1e	1266467.0	A young Asian woman wearing a mask drives a scooter in a crowded street, with a young man sitting behind her.	A young lady is driving a scooter.	 young man 	 young 	entailment
9455	2588093968.jpg#3r1c	614786.0	A little girl holds a pair of headphones on a playground.	A little girl dances.	 little girl 	 girl 	contradiction
9456	2588093968.jpg#3r1e	614786.0	A little girl holds a pair of headphones on a playground.	The little girl holds her headphones.	 little girl 	 girl 	entailment
9457	2588093968.jpg#3r1n	614786.0	A little girl holds a pair of headphones on a playground.	The little girl holds a pair of head phones after finding them when she thought she lost them.	 little girl 	 girl 	neutral
9458	2588093968.jpg#1r1n	614786.0	A little girl in a pink shirt holding headphones in a grassy area.	The little girl is with her parents.	 little girl 	 girl 	neutral
9459	2588093968.jpg#1r1e	614786.0	A little girl in a pink shirt holding headphones in a grassy area.	The little girl likes to listen to music.	 little girl 	 girl 	entailment
9460	2588093968.jpg#1r1c	614786.0	A little girl in a pink shirt holding headphones in a grassy area.	the little girl is alone	 little girl 	 girl 	contradiction
9461	156205911.jpg#2r1c	1266469.0	Two young men wrestling on a red wrestling mat.	The two young men are doing jumping jacks.	 young men 	 young 	contradiction
9462	3295452057.jpg#3r1e	107592.0	Two dogs are playing around in the dirt.	couple of puppies playing in dirt	 playing around 	 playing 	entailment
9463	3295452057.jpg#3r1e	541652.0	Two dogs are playing around in the dirt.	couple of puppies playing in dirt	 playing around 	 playing 	entailment
9464	3295452057.jpg#3r1n	107592.0	Two dogs are playing around in the dirt.	puppies playing  around	 playing around 	 playing 	neutral
9465	3295452057.jpg#3r1n	541652.0	Two dogs are playing around in the dirt.	puppies playing  around	 playing around 	 playing 	neutral
9466	159096105.jpg#1r1c	614786.0	A little girl in a yellow shirt stands near two women and a tricycle in a public place.	A girl is trying to get passed two men to get to her tricycle outside.	 little girl 	 girl 	contradiction
9467	159096105.jpg#1r1n	614786.0	A little girl in a yellow shirt stands near two women and a tricycle in a public place.	A girl is trying to get passed two women to get to her tricycle at the park.	 little girl 	 girl 	neutral
9468	159096105.jpg#4r2c	1480192.0	2 Older women and a young girl with a red bike.	Two older women and a girl are sitting on an airplane.	 a young girl 	 a girl 	contradiction
9469	159096105.jpg#4r5e	1480192.0	2 Older women and a young girl with a red bike.	Two women and a girl with a bike.	 a young girl 	 a girl 	entailment
9470	159096105.jpg#4r1c	1480192.0	2 Older women and a young girl with a red bike.	Two women and a girl with a skateboard	 a young girl 	 a girl 	contradiction
9471	4441952242.jpg#0r1e	1043787.0	A young bride is getting ready for her wedding with the help of a friend.	Two people are getting ready for a wedding.	 getting ready 	 ready 	entailment
9472	3256274183.jpg#1r1n	808939.0	A man on the ground near a row of cars, and another man standing holding the first man's leg.	One man is injured.	 another man 	 man 	neutral
9473	5585791618.jpg#0r1c	130824.0	A young lady in gym attire is trying to reach the top of a wall that is covered in graffiti.	A young lady in gym attire is not trying to reach the top of a wall	 trying to reach 	 to reach 	contradiction
9474	5585791618.jpg#0r1c	223398.0	A young lady in gym attire is trying to reach the top of a wall that is covered in graffiti.	A young lady in gym attire is not trying to reach the top of a wall	 to reach 	 trying to reach 	contradiction
9475	5585791618.jpg#0r1n	130824.0	A young lady in gym attire is trying to reach the top of a wall that is covered in graffiti.	A young lady in gym attire is joyously trying to reach the top of a wall	 trying to reach 	 to reach 	neutral
9476	5585791618.jpg#0r1n	223398.0	A young lady in gym attire is trying to reach the top of a wall that is covered in graffiti.	A young lady in gym attire is joyously trying to reach the top of a wall	 to reach 	 trying to reach 	neutral
9477	5585791618.jpg#0r1e	130824.0	A young lady in gym attire is trying to reach the top of a wall that is covered in graffiti.	A young lady in gym attire is trying to reach the top of a wall	 trying to reach 	 to reach 	entailment
9478	5585791618.jpg#0r1e	223398.0	A young lady in gym attire is trying to reach the top of a wall that is covered in graffiti.	A young lady in gym attire is trying to reach the top of a wall	 to reach 	 trying to reach 	entailment
9479	6910820943.jpg#1r1e	998180.0	Soccer players are on a field, one about to kick a ball, and another trying to steal it from him.	Soccer players are kicking the ball and others are trying to steal it.	 and another 	 and others are 	entailment
9480	6910820943.jpg#1r1n	318397.0	Soccer players are on a field, one about to kick a ball, and another trying to steal it from him.	One team is in procession of the ball and the other team is trying to take it away by kicking it towards the other side.	 and another 	 and the other 	neutral
9481	6910820943.jpg#1r1n	1421509.0	Soccer players are on a field, one about to kick a ball, and another trying to steal it from him.	One team is in procession of the ball and the other team is trying to take it away by kicking it towards the other side.	 and another 	 and the other 	neutral
9482	2248974479.jpg#0r1n	337066.0	An older man in a blue shirt and black glasses and a young child in a red coat play with a red ride on fire engine.	The grandfather is watching the boy playing with his Christmas present.	 play with 	 playing with 	neutral
9483	4645891941.jpg#4r1c	297745.0	People gather around a car wash.	People gather around a cow.	 gather around 	 gather 	contradiction
9484	5316221658.jpg#2r1n	1266467.0	A young man snowboarding at night is midair doing a trick off a homemade ski jump.	A young man is snowboarding in Colorado.	 young man 	 young 	neutral
9485	5316221658.jpg#2r1e	1266467.0	A young man snowboarding at night is midair doing a trick off a homemade ski jump.	A young man is outdoors.	 young man 	 young 	entailment
9486	5316221658.jpg#2r1c	1266467.0	A young man snowboarding at night is midair doing a trick off a homemade ski jump.	A young man is sleeping.	 young man 	 young 	contradiction
9487	217571210.jpg#0r1n	1266467.0	A young man in a blue hat and a young girl with a curly ponytail smiling at each other.	A young man in a blue hat and a young girl are meeting for the first time.	 young man 	 young 	neutral
9488	2949982320.jpg#2r1c	1266467.0	A young man does tricks with his bike on a course.	Car and bike tricks cannot be performed at a time by young man.	 young man 	 young 	contradiction
9489	4939701707.jpg#0r1n	507460.0	Woman and man in shorts hold hands as they walk on a busy sidewalk.	A couple hold hands on a sidewalk.	 hold hands 	 hands 	neutral
9490	4939701707.jpg#0r1e	507460.0	Woman and man in shorts hold hands as they walk on a busy sidewalk.	People hold hands on a sidewalk.	 hold hands 	 hands 	entailment
9491	1403608604.jpg#1r1n	1266467.0	A woman and a young man are setting at a table in a Mexican restaurant.	A woman and a young man are on a date in a Mexican restaurant.	 young man 	 young 	neutral
9492	1403608604.jpg#1r1c	1266467.0	A woman and a young man are setting at a table in a Mexican restaurant.	A woman and a young man are at a Chinese restaurant.	 young man 	 young 	contradiction
9493	1403608604.jpg#1r1e	1266467.0	A woman and a young man are setting at a table in a Mexican restaurant.	A woman and a young man are at a Mexican restaurant.	 young man 	 young 	entailment
9494	4105944919.jpg#3r1e	884775.0	Workers are working and chatting in the middle of a street.	The people are working in the street.	 are working 	 people are working 	entailment
9495	3558267192.jpg#0r2n	1311146.0	A cowboy is viciously thrown about as he attempts to hold on to a horse he is riding in a rodeo competition.	The man is trying to win a rodeo compitition.	 attempts to 	 is trying to 	neutral
9496	207958110.jpg#1r1e	958599.0	Several young people are standing in a circle smiling.	There is more than one young person standing.	 young people 	 young 	entailment
9497	207958110.jpg#1r1n	958599.0	Several young people are standing in a circle smiling.	The young people are all happy.	 young people 	 young 	neutral
9498	207958110.jpg#1r1c	958599.0	Several young people are standing in a circle smiling.	Several young people are sitting.	 young people 	 young 	contradiction
9499	7529986808.jpg#0r1e	995035.0	Four small children playing in the sand and showing off their old food containers they are using to play in the sand.	Four small children play in the sand with food containers.	 playing in 	 play in 	entailment
9500	7529986808.jpg#0r1e	1002727.0	Four small children playing in the sand and showing off their old food containers they are using to play in the sand.	Four small children play in the sand with food containers.	 playing in 	 play in 	entailment
9501	209604956.jpg#1r1e	601585.0	A man in a black shirt sitting next to a older women in a pink jacket on a train.	The man is sitting next to a women.	 sitting next 	 is sitting 	entailment
9502	209604956.jpg#4r1c	601585.0	A young man sitting next to an old woman.	Gina is sitting on her grandpas lap listening to him tell a story.	 sitting next 	 is sitting 	contradiction
9503	209604956.jpg#4r1n	601585.0	A young man sitting next to an old woman.	Jake is sitting on a park bench next to his grandma.	 sitting next 	 is sitting 	neutral
9504	3662871327.jpg#0r1c	1266467.0	Young man with upturned hair posing with young man with sunglasses and woman with glasses	Three young men pose together.	 young man 	 young 	contradiction
9505	4859059617.jpg#2r1e	614788.0	A girl in a pink polka-dot dress runs with a little girl in a purple dress.	Two girls in dresses run together.	 little girl 	 girls 	entailment
9506	4859059617.jpg#2r1c	614788.0	A girl in a pink polka-dot dress runs with a little girl in a purple dress.	Two girls in solid white dresses are sitting on a couch.	 little girl 	 girls 	contradiction
9507	1917203130.jpg#1r1e	614786.0	A little girl walks on a boardwalk with blue domes in the background.	the girl is walking	 little girl 	 girl 	entailment
9508	1917203130.jpg#1r2c	614786.0	A little girl walks on a boardwalk with blue domes in the background.	A girl is riding a ferris wheel.	 little girl 	 girl 	contradiction
9509	1917203130.jpg#1r5n	614786.0	A little girl walks on a boardwalk with blue domes in the background.	A girl in a dress is walking on the wooden slats of a boardwalk.	 little girl 	 girl 	neutral
9510	1917203130.jpg#1r2e	614788.0	A little girl walks on a boardwalk with blue domes in the background.	I girls is walking down a venue.	 little girl 	 girls 	entailment
9511	1917203130.jpg#1r5c	614786.0	A little girl walks on a boardwalk with blue domes in the background.	A little girl is running on the sand.	 little girl 	 girl 	contradiction
9512	1917203130.jpg#1r1n	614786.0	A little girl walks on a boardwalk with blue domes in the background.	the girl is five	 little girl 	 girl 	neutral
9513	1917203130.jpg#1r4e	614786.0	A little girl walks on a boardwalk with blue domes in the background.	A girl is at the beach.	 little girl 	 girl 	entailment
9514	1917203130.jpg#1r4n	614786.0	A little girl walks on a boardwalk with blue domes in the background.	A girl is enjoying her summer vacation.	 little girl 	 girl 	neutral
9515	1917203130.jpg#1r1c	614786.0	A little girl walks on a boardwalk with blue domes in the background.	the girl is asleep	 little girl 	 girl 	contradiction
9516	2092870249.jpg#4r1e	703675.0	A man works on a car.	A human is working on a vehicle.	 works on 	 is working on 	entailment
9517	2092870249.jpg#4r1e	703684.0	A man works on a car.	A human is working on a vehicle.	 works on 	 is working on 	entailment
9518	2092870249.jpg#4r1c	703675.0	A man works on a car.	A man is working on a computer.	 works on 	 is working on 	contradiction
9519	2092870249.jpg#4r1c	703684.0	A man works on a car.	A man is working on a computer.	 works on 	 is working on 	contradiction
9520	2092870249.jpg#4r1n	703675.0	A man works on a car.	A greasy mechanic is working on a Honda Civic.	 works on 	 is working on 	neutral
9521	2092870249.jpg#4r1n	703684.0	A man works on a car.	A greasy mechanic is working on a Honda Civic.	 works on 	 is working on 	neutral
9522	299357456.jpg#4r1n	1277171.0	An Ozzy Osbourne fan considers his breakfast.	An Ozzy Osbourne fan is considering making bacon and eggs.	 considers 	 is considering 	neutral
9523	3711113772.jpg#0r2n	1266467.0	Two young women are talking with a young man in a wheelchair, while two other young men look on.	Two women are checking to see what make the young man wheelchair bound.	 young man 	 young 	neutral
9524	3711113772.jpg#0r2n	1266469.0	Two young women are talking with a young man in a wheelchair, while two other young men look on.	Two women are checking to see what make the young man wheelchair bound.	 young men 	 young 	neutral
9525	3711113772.jpg#0r2e	1266467.0	Two young women are talking with a young man in a wheelchair, while two other young men look on.	A young man is in a wheelchair.	 young man 	 young 	entailment
9526	3711113772.jpg#0r2e	1266469.0	Two young women are talking with a young man in a wheelchair, while two other young men look on.	A young man is in a wheelchair.	 young men 	 young 	entailment
9527	4609342954.jpg#0r1n	690124.0	A white man in a blue shirt and black jacket standing outdoors.	The white man is standing outside of his house.	 white man 	 white 	neutral
9528	6280934841.jpg#1r1e	859154.0	Twenty four excited teenage girls, posing for a photo at a high school football stadium.	There are females at a high school football stadium posing for pictures.	 high school 	 school 	entailment
9529	2972999479.jpg#1r1c	394564.0	A man smiles as he looks down at an orange sports car that's parked at a curb.	The man is crying while looking at the jalopy.	 looks down at 	 looking at 	contradiction
9530	6266694316.jpg#0r1e	1336104.0	A young, male music artist wearing a military uniform jacket playing the guitar and singing with blue and purple colored smoke in the background.	A male music artist is wearing a military uniform jacket	 military uniform 	 uniform 	entailment
9531	6266694316.jpg#0r1c	1336104.0	A young, male music artist wearing a military uniform jacket playing the guitar and singing with blue and purple colored smoke in the background.	A male music artist is wearing a space uniform jacket	 military uniform 	 uniform 	contradiction
9532	2403532277.jpg#1r1e	1266467.0	A young man air kicking another young man who is in a defensive stance, outdoors.	The young men are outside.	 young man 	 young 	entailment
9533	2403532277.jpg#0r4e	1180456.0	Backyard jump pose that looks ninja like as two friends pretend to fight among green garden set ups.	Two friends mock fight outside.	 two friends 	 friends 	entailment
9534	2403532277.jpg#0r1n	1180456.0	Backyard jump pose that looks ninja like as two friends pretend to fight among green garden set ups.	The friends are boys.	 two friends 	 friends 	neutral
9535	2403532277.jpg#0r1e	1180456.0	Backyard jump pose that looks ninja like as two friends pretend to fight among green garden set ups.	The friends are outside.	 two friends 	 friends 	entailment
9536	2403532277.jpg#0r4n	1180456.0	Backyard jump pose that looks ninja like as two friends pretend to fight among green garden set ups.	Two friends pretend to be ninja turtles after having seen the movie.	 two friends 	 friends 	neutral
9537	2403532277.jpg#0r1c	1180456.0	Backyard jump pose that looks ninja like as two friends pretend to fight among green garden set ups.	The friends are seated at the kitchen table.	 two friends 	 friends 	contradiction
9538	4820596540.jpg#2r1n	614786.0	A little girl with braided pigtails riding a pink bike.	A little girl riding her brand new pink bike she got for her birthday.	 little girl 	 girl 	neutral
9539	4820596540.jpg#2r1c	614786.0	A little girl with braided pigtails riding a pink bike.	A little girl with a bald head riding a purple bike.	 little girl 	 girl 	contradiction
9540	4820596540.jpg#2r1e	614786.0	A little girl with braided pigtails riding a pink bike.	A girl riding a bike.	 little girl 	 girl 	entailment
9541	3366871693.jpg#2r1n	949185.0	Two people work on a brick chimney on a roof.	Two people are working on the roof of a celebrity's mansion.	 people work 	 are working 	neutral
9542	3366871693.jpg#0r1n	808939.0	A man stands on top of a brick structure as another man looks on.	A man stands on top of a chimney looking down on his friend	 another man 	 man 	neutral
9543	3366871693.jpg#0r1c	808939.0	A man stands on top of a brick structure as another man looks on.	A man and his friend are fishing by the river	 another man 	 man 	contradiction
9544	3366871693.jpg#0r1e	808939.0	A man stands on top of a brick structure as another man looks on.	On top of a pile of bricks a man is balancing	 another man 	 man 	entailment
9545	3336759846.jpg#0r2n	1266467.0	A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.	A young man is admirring the photographic skills of a women.	 young man 	 young 	neutral
9546	3336759846.jpg#0r2e	1266467.0	A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.	A young man watches a women doing photography.	 young man 	 young 	entailment
9547	3336759846.jpg#0r2c	1266467.0	A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.	A young man doesn't like to watch a women doing photography.	 young man 	 young 	contradiction
9548	3336759846.jpg#0r4n	1266467.0	A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.	A professional photographer uses her digital camera to take a picture of wild animals as a young man watches her.	 young man 	 young 	neutral
9549	3336759846.jpg#0r4e	1266467.0	A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.	A woman uses a camera to capture a picture as a young man observes.	 young man 	 young 	entailment
9550	3336759846.jpg#0r1n	1266467.0	A woman in shorts and a white top is taking a picture with a digital camera as a young man watches.	The young man is watching the woman take a picture in the zoo.	 young man 	 young 	neutral
9551	6056271620.jpg#1r1e	295071.0	Men and women in period clothing stand in line at a trailer to get something to eat.	the men and women are in line	 and women 	 men and women 	entailment
9552	6526560433.jpg#0r1c	553901.0	Two football players on the field one from different teams, the blue and black player is attempting to tackle the blue and white player who is holding the football.	Nobody is trying to tackle	 is attempting to 	 is trying to 	contradiction
9553	6526560433.jpg#0r1c	553919.0	Two football players on the field one from different teams, the blue and black player is attempting to tackle the blue and white player who is holding the football.	Nobody is trying to tackle	 is attempting to 	 is trying to 	contradiction
9554	6526560433.jpg#0r1c	1311147.0	Two football players on the field one from different teams, the blue and black player is attempting to tackle the blue and white player who is holding the football.	Nobody is trying to tackle	 attempting to 	 is trying to 	contradiction
9555	6526560433.jpg#4r1c	553901.0	An american football player is attempting to make a tackle.	The tennis player is trying to tackle.	 is attempting to 	 is trying to 	contradiction
9556	6526560433.jpg#4r1c	553919.0	An american football player is attempting to make a tackle.	The tennis player is trying to tackle.	 is attempting to 	 is trying to 	contradiction
9557	6526560433.jpg#4r1c	1311147.0	An american football player is attempting to make a tackle.	The tennis player is trying to tackle.	 attempting to 	 is trying to 	contradiction
9558	6526560433.jpg#4r1e	553901.0	An american football player is attempting to make a tackle.	A football player is trying to tackle.	 is attempting to 	 is trying to 	entailment
9559	6526560433.jpg#4r1e	553919.0	An american football player is attempting to make a tackle.	A football player is trying to tackle.	 is attempting to 	 is trying to 	entailment
9560	6526560433.jpg#4r1e	1311147.0	An american football player is attempting to make a tackle.	A football player is trying to tackle.	 attempting to 	 is trying to 	entailment
9561	3146355833.jpg#2r1c	614786.0	The little girl holds up a yellow balloon animal.	A little girl is holding a magic wand.	 little girl 	 girl 	contradiction
9562	3146355833.jpg#2r1n	614786.0	The little girl holds up a yellow balloon animal.	A little girl is at a birthday party.	 little girl 	 girl 	neutral
9563	6927430969.jpg#0r1e	884775.0	A group of men and women are working out on various pieces of weight-lifting equipment.	a group of people are working out	 are working 	 people are working 	entailment
9564	4639472092.jpg#4r1c	958599.0	Two young people are sitting, surrounded by baskets of fruits	The young people are surrounded by crates full of cake.	 young people 	 young 	contradiction
9565	4639472092.jpg#4r1n	958599.0	Two young people are sitting, surrounded by baskets of fruits	The young people can't wait to eat the fruit.	 young people 	 young 	neutral
9566	4669478070.jpg#4r3c	884775.0	Two individuals are working a food booth.	The two people are working in a clothing store.	 are working 	 people are working 	contradiction
9567	4669478070.jpg#4r4e	884775.0	Two individuals are working a food booth.	Two people are working with food.	 are working 	 people are working 	entailment
9568	48614561.jpg#1r4e	1393030.0	One toddler takes away the mouth piece of the other which makes him cry.	A toddler plays with another baby.	 the other 	 another 	entailment
9569	48614561.jpg#1r3e	1393030.0	One toddler takes away the mouth piece of the other which makes him cry.	A baby steals another baby's pacifier.	 the other 	 another 	entailment
9570	48614561.jpg#1r5n	1393030.0	One toddler takes away the mouth piece of the other which makes him cry.	A toddler has another kids mouth piece.	 the other 	 another 	neutral
9571	48614561.jpg#1r1e	1393030.0	One toddler takes away the mouth piece of the other which makes him cry.	A young child took something from another young child.	 the other 	 another 	entailment
9572	48614561.jpg#1r5e	1393030.0	One toddler takes away the mouth piece of the other which makes him cry.	A child annoys another child.	 the other 	 another 	entailment
9573	1829597760.jpg#1r4e	676362.0	Martial arts students sit on the floor or stand in the background while watching a matchup between two people.	A group of students watch a martial arts exhibit between two others.	 between two 	 between 	entailment
9574	1829597760.jpg#1r2e	676362.0	Martial arts students sit on the floor or stand in the background while watching a matchup between two people.	Martial are students are watching a fight between two people.	 between two 	 between 	entailment
9575	4701971823.jpg#2r1n	958599.0	Three young people playing in a water fountain.	Three young people are cooling off on a warm day.	 young people 	 young 	neutral
9576	4701971823.jpg#2r1c	958599.0	Three young people playing in a water fountain.	Three young people are playing on a swingset.	 young people 	 young 	contradiction
9577	4701971823.jpg#2r1e	958599.0	Three young people playing in a water fountain.	Three young people are playing outside with water.	 young people 	 young 	entailment
9578	2943772984.jpg#4r1e	1266601.0	A blond lady in a yellow shirt is walking toward the camera.	A blond lady is walking towards the camera.	 toward the 	 towards the 	entailment
9579	2943772984.jpg#4r1n	1266601.0	A blond lady in a yellow shirt is walking toward the camera.	A blond lady is walking towards the camera for photoshoot	 toward the 	 towards the 	neutral
9580	2943772984.jpg#4r1c	1266601.0	A blond lady in a yellow shirt is walking toward the camera.	A blond lady is running towards the camera for photoshoot	 toward the 	 towards the 	contradiction
9581	3564312955.jpg#4r1n	614786.0	A little girl smiles as she lays on her side in the water.	A little girl is floating on a raft in the water.	 little girl 	 girl 	neutral
9582	3564312955.jpg#4r1c	614786.0	A little girl smiles as she lays on her side in the water.	A little girl sleeps in her bed.	 little girl 	 girl 	contradiction
9583	2391035976.jpg#1r1n	322797.0	A woman in a red shirt and a white apron works with clay while a young girl watches.	A woman is working with clay in front of a friend.	 works with 	 is working with 	neutral
9584	3721822959.jpg#2r1n	33862.0	People and vehicles gathered together for an event.	A group of people are gathered for a fundraiser.	 gathered together 	 gathered 	neutral
9585	4847577630.jpg#3r1e	302931.0	An old lady dressed in white is standing in front of a bus.	The lady stands in front of the bus.	 standing in 	 stands in 	entailment
9586	4847577630.jpg#3r1n	302931.0	An old lady dressed in white is standing in front of a bus.	The suicidal lady stands in front of the bus.	 standing in 	 stands in 	neutral
9587	2230260635.jpg#1r1e	638905.0	a beach with footprints on the sand a person sitting down with an umbrella	a person is sitting near an umbrella	 sitting down 	 sitting 	entailment
9588	3319058642.jpg#0r1e	507460.0	Two girls wearing orange outfits hold hands and smile.	There is two girls holding hands and smiling	 hold hands 	 hands 	entailment
9589	289262112.jpg#4r1n	808939.0	Man in white kicking another man in white.	A man fights another in karate.	 another man 	 man 	neutral
9590	289262112.jpg#4r1e	808939.0	Man in white kicking another man in white.	A man kicks another man.	 another man 	 man 	entailment
9591	289262112.jpg#4r1c	808939.0	Man in white kicking another man in white.	A man hugs another man.	 another man 	 man 	contradiction
9592	4488908417.jpg#0r2e	302931.0	Man standing in the foreground with taxi behind with lights on and buildings in the background and light filtering down from above.	a man stands in front of a taxi on a road lined with buildings	 standing in 	 stands in 	entailment
9593	4694086907.jpg#3r1e	808938.0	A man working in a uniform and another man standing in front of a doorway.	There are two men together.	 another man 	 men 	entailment
9594	2901074943.jpg#2r1n	614786.0	A little girl throws a pink and yellow chunk of chalk.	A little girl throws pink and yellow clumps of chalk at someone	 little girl 	 girl 	neutral
9595	2901074943.jpg#2r1e	614786.0	A little girl throws a pink and yellow chunk of chalk.	A little girl throws pink and yellow clumps of chalk	 little girl 	 girl 	entailment
9596	2901074943.jpg#2r1c	614786.0	A little girl throws a pink and yellow chunk of chalk.	A little girl throws pink and yellow clumps of chalk in the air	 little girl 	 girl 	contradiction
9597	2497934789.jpg#0r1e	808938.0	Two young blond men gather long grass with another man wearing a white shirt.	The men are picking grass up.	 another man 	 men 	entailment
9598	2497934789.jpg#0r1c	808938.0	Two young blond men gather long grass with another man wearing a white shirt.	The men are  at a restaurant	 another man 	 men 	contradiction
9599	2497934789.jpg#0r1n	808938.0	Two young blond men gather long grass with another man wearing a white shirt.	The men are placing the grass into something.	 another man 	 men 	neutral
9600	2783430487.jpg#0r3c	614786.0	Woman wearing a long red garment and hat, holding a baby with a little girl next to her in front of a hut.	The girl and baby are alone.	 little girl 	 girl 	contradiction
9601	3273625566.jpg#2r1e	1073792.0	The greyhound is running in a race.	The greyhound is participating in a race.	 running in 	 is participating in 	entailment
9602	3703960010.jpg#0r1e	520831.0	a man and a woman sit back to back on a bench in front of a building with a colorful painted door.	A man and woman sitting on a bench.	 sit back 	 sitting 	entailment
9603	474652272.jpg#2r1e	302931.0	a man standing in the door of a laundry mat.	A man stands in the entrance of a laundromat.	 standing in 	 stands in 	entailment
9604	8006241096.jpg#3r1n	1043785.0	A baseball player at bat and a catcher get ready for the pitch.	A baseball player gets ready in the 5th inning.	 get ready 	 ready 	neutral
9605	179009558.jpg#1r5n	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	A girl is taking her new pet for a walk in the forest.	 little girl 	 girl 	neutral
9606	179009558.jpg#1r1e	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	A girl is outside in the woods with an animal.	 little girl 	 girl 	entailment
9607	179009558.jpg#1r4n	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	A spotted dog lies near a girl riding her red bike home through the jungle.	 little girl 	 girl 	neutral
9608	179009558.jpg#1r3e	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	THe blak and white dog layed next to the little girl in the woods	 little girl 	 girl 	entailment
9609	179009558.jpg#1r2e	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	A little girl and her dog outside.	 little girl 	 girl 	entailment
9610	179009558.jpg#1r3n	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	The little girl and dog decided to rest in the woods	 little girl 	 girl 	neutral
9611	179009558.jpg#1r2c	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	A little girl and her cat watch tv.	 little girl 	 girl 	contradiction
9612	179009558.jpg#1r1c	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	The girl is laying on a blanket.	 little girl 	 girl 	contradiction
9613	179009558.jpg#1r2n	614788.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	The dog would not leave the little girls side.	 little girl 	 girls 	neutral
9614	179009558.jpg#1r4c	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	A lion lies near a young girl riding a unicorn in the desert.	 little girl 	 girl 	contradiction
9615	179009558.jpg#1r5e	614786.0	A black and white dog lies on the ground next to a little girl on a red bicycle in the woods.	There is a young girl on a bicycle and a dog outside.	 little girl 	 girl 	entailment
9616	179009558.jpg#3r1e	614786.0	A little girl poses on her bike with her dog in the woods.	A little girl and her dog are in the woods.	 little girl 	 girl 	entailment
9617	179009558.jpg#3r1n	614786.0	A little girl poses on her bike with her dog in the woods.	A girl rides by herself with her dog in the woods.	 little girl 	 girl 	neutral
9618	2705925646.jpg#2r1e	387662.0	A group of young people are getting on a ride.	There is a group of young people.	 of young people 	 of young 	entailment
9619	2705925646.jpg#2r1e	958599.0	A group of young people are getting on a ride.	There is a group of young people.	 young people 	 young 	entailment
9620	3143754462.jpg#4r1e	688735.0	A person is lying down on the sidewalk.	A person is lying down on the cement	 lying down 	 lying 	entailment
9621	6716031215.jpg#1r1e	1064281.0	A woman wearing a blue outfit is ready to throw her blue and red bowling ball down a lane in a bowling alley.	A bowler wearing blue is about to throw her duocolored ball down the lane.	 is ready to 	 is about to 	entailment
9622	537069478.jpg#2r1c	1266467.0	A young man in a bathrobe dunks his feet in a hot tub.	A young woman enjoys her nude massage.	 young man 	 young 	contradiction
9623	6199648902.jpg#4r1n	859154.0	A high school football practice.	A high school varsity football practice.	 high school 	 school 	neutral
9624	6199648902.jpg#4r1c	859154.0	A high school football practice.	A high school soccer practice.	 high school 	 school 	contradiction
9625	6199648902.jpg#4r1e	859154.0	A high school football practice.	A school football practice.	 high school 	 school 	entailment
9626	313251305.jpg#0r1n	295071.0	Men and women in bathing suits are standing at poolside while another swimmer is in the water.	The men and women are waiting for the swimmer to finish swimming	 and women 	 men and women 	neutral
